?GEF_ID
3767
5324
9448
4834
4859
834
1343
2703
2934
1895
3722
9413
9415
771
1287
2356
2641
2764
2765
2817
4085
9664
4543
277
9441
4135
366
925
4111
4772
625
774
1020
1876
2551
3886
5560
9663
5547
248
2906
3750
3822
47
3772
3779
3960
3367
4091
631
4511
5220
368
3279
3435
5764
9239
2751
6965
3443
5285
3951
3957
9600
26
99
1302
1424
2077
2969
3929
1475
3837
9092
3933
4773
1061
1446
5080
9387
538
650
651
682
1101
2693
4652
5005
9267
3980
2787
3483
3484
4649
4680
5487
8021
9050
9161
9293
9383
9476
9497
9532
9597
9434
3821
3984
4083
4800
5083
5516
9294
4744
5122
5123
5139
5397
9243
9285
9554
4761
9089
9190
9397
4774
4968
5410
9207
9786
3450
3819
5551
5578
2687
3132
3889
3981
4454
1848
3390
3915
4494
9270
3717
3963
4098
4149
3932
2369
3627
4953
9417
9232
9264
1170
1884
3000
3449
121
243
1092
1571
2505
3623
83
84
878
218
349
536
541
772
803
933
977
1095
1104
1175
1734
2237
2511
2848
3376
3391
3428
3526
3575
3687
3693
3737
3753
3757
3761
3770
3867
3965
4080
4090
4221
4639
4644
4748
5334
5745
5752
9155
9156
9159
9266
9284
9385
9426
4677
4732
4811
5330
5398
5660
6940
6992
9199
9231
9361
9372
9389
9584
9590
932
1026
1034
1036
1042
1200
1537
2035
2166
3417
3849
3909
3949
4332
4468
4469
5104
5353
5699
6949
6958
7993
8031
9193
197
348
360
364
499
503
661
839
887
968
1021
1733
1735
2068
2120
2440
2670
2702
2772
2773
2929
3592
3637
3955
3971
3996
4180
4191
4479
4590
4860
5069
5277
5755
9055
9059
9262
9288
9416
9500
1438
3028
3919
4470
2
347
642
798
1176
3859
3906
3954
4182
4216
5544
9208
9424
9429
209
352
1030
1043
1100
1107
1156
1718
1852
2472
3024
3287
3445
3469
3472
3517
3603
3635
3820
3825
3844
3864
3940
4413
4746
5395
2140
3682
4739
4970
5272
5746
9366
9405
9524
9526
9604
4905
5208
1163
1994
465
1769
3077
3790
4235
4452
5356
1410
2861
2868
3813
3816
4750
4847
5057
5135
5390
1707
5531
9406
1353
4932
18
48
85
101
102
134
136
793
816
1063
1064
1330
1362
1503
1830
2183
2948
3533
3618
3692
3836
4075
4082
4084
4105
4503
4625
4631
4645
4709
4907
4908
4952
5187
5215
5221
5225
5252
5264
5270
5449
5619
5792
9330
9575
9700
9842
4650
4690
4942
5364
9265
90
110
129
458
512
537
539
566
567
1074
1133
1206
1303
1535
1600
2354
2669
4352
4778
4779
6947
9037
3818
57
61
92
117
133
496
620
644
671
681
775
778
779
844
847
863
945
979
1377
1489
1637
1794
2078
2099
2102
2443
2594
2635
2655
2690
2754
2884
3830
4104
4605
4792
9339
9555
665
2975
78
87
95
621
939
1296
1356
1477
1836
1943
2358
2634
3448
3471
3873
4579
9272
9437
457
504
762
1258
1490
2140
2173
2396
2614
2950
3044
1907
3174
668
1209
2533
1234
4474
2667
3219
274
876
4420
1865
3701
272
621
946
1043
1086
1183
3404
4428
1063
1976
4518
4607
4608
2005
4547
201
1740
2192
248
4435
4656
3533
2191
1686
1811
3154
1067
2050
4436
4654
136
777
4430
8
1273
1761
4537
275
1221
2213
4548
1938
4219
1744
2061
2543
1836
2366
1245
1933
1475
2414
3284
3413
1884
1929
297
640
311
1253
1274
1507
4429
1887
1972
4472
648
2198
3155
3768
4542
3407
1107
1217
2222
3412
3916
4438
4530
265
942
1984
2828
4439
1104
4540
921
1189
2226
4502
244
780
1170
1491
1734
2151
2832
4473
3464
303
4471
3463
332
1175
1830
1837
3854
1682
1743
2649
233
969
1268
1358
